year,state,city,offence_category,offence_sub_category,value,unit,notes
2013,Madhya Pradesh,Gwalior,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Madhya Pradesh,Gwalior,Fraud Digital Signature,,0,value in absolute number,
2013,Madhya Pradesh,Gwalior,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Madhya Pradesh,Gwalior,Others,,0,value in absolute number,
2013,Madhya Pradesh,Gwalior,Total,,6,value in absolute number,
2013,Telangana,Hyderabad,Tampering Computer Source documents,,1,value in absolute number,
2013,Telangana,Hyderabad,Hacking,Loss or damage to computer resource or utility,156,value in absolute number,
2013,Telangana,Hyderabad,Hacking,,0,value in absolute number,
2013,Telangana,Hyderabad,Obscene Publication or Transmission in Electronic Form,,1,value in absolute number,
2013,Telangana,Hyderabad,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Telangana,Hyderabad,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Telangana,Hyderabad,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Telangana,Hyderabad,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Telangana,Hyderabad,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Telangana,Hyderabad,Fraud Digital Signature,,0,value in absolute number,
2013,Telangana,Hyderabad,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,1,value in absolute number,
2013,Telangana,Hyderabad,Others,,0,value in absolute number,
2013,Telangana,Hyderabad,Total,,159,value in absolute number,
2013,Madhya Pradesh,Indore,Tampering Computer Source documents,,0,value in absolute number,
2013,Madhya Pradesh,Indore,Hacking,Loss or damage to computer resource or utility,27,value in absolute number,
2013,Madhya Pradesh,Indore,Hacking,,0,value in absolute number,
2013,Madhya Pradesh,Indore,Obscene Publication or Transmission in Electronic Form,,1,value in absolute number,
2013,Madhya Pradesh,Indore,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Madhya Pradesh,Indore,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Madhya Pradesh,Indore,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Madhya Pradesh,Indore,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Madhya Pradesh,Indore,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Madhya Pradesh,Indore,Fraud Digital Signature,,0,value in absolute number,
2013,Madhya Pradesh,Indore,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Madhya Pradesh,Indore,Others,,0,value in absolute number,
2013,Madhya Pradesh,Indore,Total,,28,value in absolute number,
2013,Madhya Pradesh,Jabalpur,Tampering Computer Source documents,,0,value in absolute number,
2013,Madhya Pradesh,Jabalpur,Hacking,Loss or damage to computer resource or utility,0,value in absolute number,
2013,Madhya Pradesh,Jabalpur,Hacking,,0,value in absolute number,
2013,Madhya Pradesh,Jabalpur,Obscene Publication or Transmission in Electronic Form,,1,value in absolute number,
2013,Madhya Pradesh,Jabalpur,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Madhya Pradesh,Jabalpur,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Madhya Pradesh,Jabalpur,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Madhya Pradesh,Jabalpur,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Madhya Pradesh,Jabalpur,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Madhya Pradesh,Jabalpur,Fraud Digital Signature,,0,value in absolute number,
2013,Madhya Pradesh,Jabalpur,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Madhya Pradesh,Jabalpur,Others,,0,value in absolute number,
2013,Madhya Pradesh,Jabalpur,Total,,1,value in absolute number,
2013,Rajasthan,Jaipur,Tampering Computer Source documents,,0,value in absolute number,
2013,Rajasthan,Jaipur,Hacking,Loss or damage to computer resource or utility,54,value in absolute number,
2013,Rajasthan,Jaipur,Hacking,,45,value in absolute number,
2013,Rajasthan,Jaipur,Obscene Publication or Transmission in Electronic Form,,8,value in absolute number,
2013,Rajasthan,Jaipur,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Rajasthan,Jaipur,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Rajasthan,Jaipur,Unauthorized access or attempt to access to protected computer system,,1,value in absolute number,
2013,Rajasthan,Jaipur,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Rajasthan,Jaipur,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Rajasthan,Jaipur,Fraud Digital Signature,,1,value in absolute number,
2013,Rajasthan,Jaipur,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,1,value in absolute number,
2013,Rajasthan,Jaipur,Others,,0,value in absolute number,
2013,Rajasthan,Jaipur,Total,,110,value in absolute number,
2013,Jharkhand,Jamshedpur,Tampering Computer Source documents,,0,value in absolute number,
2013,Jharkhand,Jamshedpur,Hacking,Loss or damage to computer resource or utility,3,value in absolute number,
2013,Jharkhand,Jamshedpur,Hacking,,0,value in absolute number,
2013,Jharkhand,Jamshedpur,Obscene Publication or Transmission in Electronic Form,,0,value in absolute number,
2013,Jharkhand,Jamshedpur,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Jharkhand,Jamshedpur,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Jharkhand,Jamshedpur,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Jharkhand,Jamshedpur,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Jharkhand,Jamshedpur,Publishing false digital Signature Certificate,,1,value in absolute number,
2013,Jharkhand,Jamshedpur,Fraud Digital Signature,,0,value in absolute number,
2013,Jharkhand,Jamshedpur,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Jharkhand,Jamshedpur,Others,,0,value in absolute number,
2013,Jharkhand,Jamshedpur,Total,,4,value in absolute number,
2013,Rajasthan,Jodhpur,Tampering Computer Source documents,,0,value in absolute number,
2013,Rajasthan,Jodhpur,Hacking,Loss or damage to computer resource or utility,0,value in absolute number,
2013,Rajasthan,Jodhpur,Hacking,,0,value in absolute number,
2013,Rajasthan,Jodhpur,Obscene Publication or Transmission in Electronic Form,,78,value in absolute number,
2013,Rajasthan,Jodhpur,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Rajasthan,Jodhpur,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Rajasthan,Jodhpur,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Rajasthan,Jodhpur,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Rajasthan,Jodhpur,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Rajasthan,Jodhpur,Fraud Digital Signature,,0,value in absolute number,
2013,Rajasthan,Jodhpur,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Rajasthan,Jodhpur,Others,,0,value in absolute number,
2013,Rajasthan,Jodhpur,Total,,78,value in absolute number,
2013,Kerala,Kannur,Tampering Computer Source documents,,0,value in absolute number,
2013,Kerala,Kannur,Hacking,Loss or damage to computer resource or utility,0,value in absolute number,
2013,Kerala,Kannur,Hacking,,2,value in absolute number,
2013,Kerala,Kannur,Obscene Publication or Transmission in Electronic Form,,6,value in absolute number,
2013,Kerala,Kannur,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Kerala,Kannur,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Kerala,Kannur,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Kerala,Kannur,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Kerala,Kannur,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Kerala,Kannur,Fraud Digital Signature,,0,value in absolute number,
2013,Kerala,Kannur,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Kerala,Kannur,Others,,0,value in absolute number,
2013,Kerala,Kannur,Total,,8,value in absolute number,
2013,Uttar Pradesh,Kanpur,Tampering Computer Source documents,,0,value in absolute number,
2013,Uttar Pradesh,Kanpur,Hacking,Loss or damage to computer resource or utility,2,value in absolute number,
2013,Uttar Pradesh,Kanpur,Hacking,,0,value in absolute number,
2013,Uttar Pradesh,Kanpur,Obscene Publication or Transmission in Electronic Form,,0,value in absolute number,
2013,Uttar Pradesh,Kanpur,Failure,Of compliance or orders of certifying Authority,1,value in absolute number,
2013,Uttar Pradesh,Kanpur,Failure,To assist to decoy or the information in interception by Government Agency,1,value in absolute number,
2013,Uttar Pradesh,Kanpur,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Uttar Pradesh,Kanpur,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Uttar Pradesh,Kanpur,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Uttar Pradesh,Kanpur,Fraud Digital Signature,,0,value in absolute number,
2013,Uttar Pradesh,Kanpur,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Uttar Pradesh,Kanpur,Others,,0,value in absolute number,
2013,Uttar Pradesh,Kanpur,Total,,4,value in absolute number,
2013,Kerala,Kochi,Tampering Computer Source documents,,0,value in absolute number,
2013,Kerala,Kochi,Hacking,Loss or damage to computer resource or utility,19,value in absolute number,
2013,Kerala,Kochi,Hacking,,4,value in absolute number,
2013,Kerala,Kochi,Obscene Publication or Transmission in Electronic Form,,0,value in absolute number,
2013,Kerala,Kochi,Failure,Of compliance or orders of certifying Authority,3,value in absolute number,
2013,Kerala,Kochi,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Kerala,Kochi,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Kerala,Kochi,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Kerala,Kochi,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Kerala,Kochi,Fraud Digital Signature,,0,value in absolute number,
2013,Kerala,Kochi,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Kerala,Kochi,Others,,0,value in absolute number,
2013,Kerala,Kochi,Total,,26,value in absolute number,
2013,West Bengal,Kolkata,Tampering Computer Source documents,,0,value in absolute number,
2013,West Bengal,Kolkata,Hacking,Loss or damage to computer resource or utility,45,value in absolute number,
2013,West Bengal,Kolkata,Hacking,,21,value in absolute number,
2013,West Bengal,Kolkata,Obscene Publication or Transmission in Electronic Form,,11,value in absolute number,
2013,West Bengal,Kolkata,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,West Bengal,Kolkata,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,West Bengal,Kolkata,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,West Bengal,Kolkata,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,1,value in absolute number,
2013,West Bengal,Kolkata,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,West Bengal,Kolkata,Fraud Digital Signature,,0,value in absolute number,
2013,West Bengal,Kolkata,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,6,value in absolute number,
2013,West Bengal,Kolkata,Others,,0,value in absolute number,
2013,West Bengal,Kolkata,Total,,84,value in absolute number,
2013,Kerala,Kollam,Tampering Computer Source documents,,0,value in absolute number,
2013,Kerala,Kollam,Hacking,Loss or damage to computer resource or utility,0,value in absolute number,
2013,Kerala,Kollam,Hacking,,2,value in absolute number,
2013,Kerala,Kollam,Obscene Publication or Transmission in Electronic Form,,7,value in absolute number,
2013,Kerala,Kollam,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Kerala,Kollam,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Kerala,Kollam,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Kerala,Kollam,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,1,value in absolute number,
2013,Kerala,Kollam,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Kerala,Kollam,Fraud Digital Signature,,0,value in absolute number,
2013,Kerala,Kollam,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Kerala,Kollam,Others,,0,value in absolute number,
2013,Kerala,Kollam,Total,,10,value in absolute number,
2013,Rajasthan,Kota,Tampering Computer Source documents,,0,value in absolute number,
2013,Rajasthan,Kota,Hacking,Loss or damage to computer resource or utility,0,value in absolute number,
2013,Rajasthan,Kota,Hacking,,4,value in absolute number,
2013,Rajasthan,Kota,Obscene Publication or Transmission in Electronic Form,,1,value in absolute number,
2013,Rajasthan,Kota,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Rajasthan,Kota,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Rajasthan,Kota,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Rajasthan,Kota,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Rajasthan,Kota,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Rajasthan,Kota,Fraud Digital Signature,,0,value in absolute number,
2013,Rajasthan,Kota,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Rajasthan,Kota,Others,,0,value in absolute number,
2013,Rajasthan,Kota,Total,,5,value in absolute number,
2013,Kerala,Kozhikode,Tampering Computer Source documents,,0,value in absolute number,
2013,Kerala,Kozhikode,Hacking,Loss or damage to computer resource or utility,7,value in absolute number,
2013,Kerala,Kozhikode,Hacking,,1,value in absolute number,
2013,Kerala,Kozhikode,Obscene Publication or Transmission in Electronic Form,,4,value in absolute number,
2013,Kerala,Kozhikode,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Kerala,Kozhikode,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Kerala,Kozhikode,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Kerala,Kozhikode,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Kerala,Kozhikode,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Kerala,Kozhikode,Fraud Digital Signature,,0,value in absolute number,
2013,Kerala,Kozhikode,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,1,value in absolute number,
2013,Kerala,Kozhikode,Others,,0,value in absolute number,
2013,Kerala,Kozhikode,Total,,13,value in absolute number,
2013,Uttar Pradesh,Lucknow,Tampering Computer Source documents,,0,value in absolute number,
2013,Uttar Pradesh,Lucknow,Hacking,Loss or damage to computer resource or utility,16,value in absolute number,
2013,Uttar Pradesh,Lucknow,Hacking,,4,value in absolute number,
2013,Uttar Pradesh,Lucknow,Obscene Publication or Transmission in Electronic Form,,5,value in absolute number,
2013,Uttar Pradesh,Lucknow,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Uttar Pradesh,Lucknow,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Uttar Pradesh,Lucknow,Unauthorized access or attempt to access to protected computer system,,11,value in absolute number,
2013,Uttar Pradesh,Lucknow,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Uttar Pradesh,Lucknow,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Uttar Pradesh,Lucknow,Fraud Digital Signature,,0,value in absolute number,
2013,Uttar Pradesh,Lucknow,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,1,value in absolute number,
2013,Uttar Pradesh,Lucknow,Others,,0,value in absolute number,
2013,Uttar Pradesh,Lucknow,Total,,37,value in absolute number,
2013,Punjab,Ludhiana,Tampering Computer Source documents,,0,value in absolute number,
2013,Punjab,Ludhiana,Hacking,Loss or damage to computer resource or utility,0,value in absolute number,
2013,Punjab,Ludhiana,Hacking,,12,value in absolute number,
2013,Punjab,Ludhiana,Obscene Publication or Transmission in Electronic Form,,19,value in absolute number,
2013,Punjab,Ludhiana,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Punjab,Ludhiana,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Punjab,Ludhiana,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Punjab,Ludhiana,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Punjab,Ludhiana,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Punjab,Ludhiana,Fraud Digital Signature,,1,value in absolute number,
2013,Punjab,Ludhiana,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Punjab,Ludhiana,Others,,0,value in absolute number,
2013,Punjab,Ludhiana,Total,,32,value in absolute number,
2013,Tamil Nadu,Madurai,Tampering Computer Source documents,,2,value in absolute number,
2013,Tamil Nadu,Madurai,Hacking,Loss or damage to computer resource or utility,5,value in absolute number,
2013,Tamil Nadu,Madurai,Hacking,,0,value in absolute number,
2013,Tamil Nadu,Madurai,Obscene Publication or Transmission in Electronic Form,,3,value in absolute number,
2013,Tamil Nadu,Madurai,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Tamil Nadu,Madurai,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Tamil Nadu,Madurai,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Tamil Nadu,Madurai,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Tamil Nadu,Madurai,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Tamil Nadu,Madurai,Fraud Digital Signature,,0,value in absolute number,
2013,Tamil Nadu,Madurai,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Tamil Nadu,Madurai,Others,,0,value in absolute number,
2013,Tamil Nadu,Madurai,Total,,10,value in absolute number,
2013,Kerala,Malappuram,Tampering Computer Source documents,,0,value in absolute number,
2013,Kerala,Malappuram,Hacking,Loss or damage to computer resource or utility,1,value in absolute number,
2013,Kerala,Malappuram,Hacking,,0,value in absolute number,
2013,Kerala,Malappuram,Obscene Publication or Transmission in Electronic Form,,5,value in absolute number,
2013,Kerala,Malappuram,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Kerala,Malappuram,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Kerala,Malappuram,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Kerala,Malappuram,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Kerala,Malappuram,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Kerala,Malappuram,Fraud Digital Signature,,0,value in absolute number,
2013,Kerala,Malappuram,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Kerala,Malappuram,Others,,0,value in absolute number,
2013,Kerala,Malappuram,Total,,6,value in absolute number,
2013,Uttar Pradesh,Meerut,Tampering Computer Source documents,,0,value in absolute number,
2013,Uttar Pradesh,Meerut,Hacking,Loss or damage to computer resource or utility,0,value in absolute number,
2013,Uttar Pradesh,Meerut,Hacking,,1,value in absolute number,
2013,Uttar Pradesh,Meerut,Obscene Publication or Transmission in Electronic Form,,12,value in absolute number,
2013,Uttar Pradesh,Meerut,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Uttar Pradesh,Meerut,Failure,To assist to decoy or the information in interception by Government Agency,1,value in absolute number,
2013,Uttar Pradesh,Meerut,Unauthorized access or attempt to access to protected computer system,,1,value in absolute number,
2013,Uttar Pradesh,Meerut,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Uttar Pradesh,Meerut,Publishing false digital Signature Certificate,,1,value in absolute number,
2013,Uttar Pradesh,Meerut,Fraud Digital Signature,,2,value in absolute number,
2013,Uttar Pradesh,Meerut,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,1,value in absolute number,
2013,Uttar Pradesh,Meerut,Others,,0,value in absolute number,
2013,Uttar Pradesh,Meerut,Total,,19,value in absolute number,
2013,Maharashtra,Mumbai,Tampering Computer Source documents,,0,value in absolute number,
2013,Maharashtra,Mumbai,Hacking,Loss or damage to computer resource or utility,0,value in absolute number,
2013,Maharashtra,Mumbai,Hacking,,0,value in absolute number,
2013,Maharashtra,Mumbai,Obscene Publication or Transmission in Electronic Form,,1,value in absolute number,
2013,Maharashtra,Mumbai,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Maharashtra,Mumbai,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Maharashtra,Mumbai,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Maharashtra,Mumbai,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Maharashtra,Mumbai,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Maharashtra,Mumbai,Fraud Digital Signature,,0,value in absolute number,
2013,Maharashtra,Mumbai,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Maharashtra,Mumbai,Others,,39,value in absolute number,
2013,Maharashtra,Mumbai,Total,,40,value in absolute number,
2013,Maharashtra,Nagpur,Tampering Computer Source documents,,2,value in absolute number,
2013,Maharashtra,Nagpur,Hacking,Loss or damage to computer resource or utility,5,value in absolute number,
2013,Maharashtra,Nagpur,Hacking,,0,value in absolute number,
2013,Maharashtra,Nagpur,Obscene Publication or Transmission in Electronic Form,,2,value in absolute number,
2013,Maharashtra,Nagpur,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Maharashtra,Nagpur,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Maharashtra,Nagpur,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Maharashtra,Nagpur,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Maharashtra,Nagpur,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Maharashtra,Nagpur,Fraud Digital Signature,,0,value in absolute number,
2013,Maharashtra,Nagpur,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Maharashtra,Nagpur,Others,,14,value in absolute number,
2013,Maharashtra,Nagpur,Total,,23,value in absolute number,
2013,Maharashtra,Nasik,Tampering Computer Source documents,,0,value in absolute number,
2013,Maharashtra,Nasik,Hacking,Loss or damage to computer resource or utility,0,value in absolute number,
2013,Maharashtra,Nasik,Hacking,,2,value in absolute number,
2013,Maharashtra,Nasik,Obscene Publication or Transmission in Electronic Form,,2,value in absolute number,
2013,Maharashtra,Nasik,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Maharashtra,Nasik,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Maharashtra,Nasik,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Maharashtra,Nasik,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Maharashtra,Nasik,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Maharashtra,Nasik,Fraud Digital Signature,,0,value in absolute number,
2013,Maharashtra,Nasik,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Maharashtra,Nasik,Others,,14,value in absolute number,
2013,Maharashtra,Nasik,Total,,18,value in absolute number,
2013,Bihar,Patna,Tampering Computer Source documents,,0,value in absolute number,
2013,Bihar,Patna,Hacking,Loss or damage to computer resource or utility,9,value in absolute number,
2013,Bihar,Patna,Hacking,,0,value in absolute number,
2013,Bihar,Patna,Obscene Publication or Transmission in Electronic Form,,1,value in absolute number,
2013,Bihar,Patna,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Bihar,Patna,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Bihar,Patna,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Bihar,Patna,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Bihar,Patna,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Bihar,Patna,Fraud Digital Signature,,0,value in absolute number,
2013,Bihar,Patna,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Bihar,Patna,Others,,0,value in absolute number,
2013,Bihar,Patna,Total,,10,value in absolute number,
2013,Maharashtra,Pune,Tampering Computer Source documents,,3,value in absolute number,
2013,Maharashtra,Pune,Hacking,Loss or damage to computer resource or utility,9,value in absolute number,
2013,Maharashtra,Pune,Hacking,,4,value in absolute number,
2013,Maharashtra,Pune,Obscene Publication or Transmission in Electronic Form,,12,value in absolute number,
2013,Maharashtra,Pune,Failure,Of compliance or orders of certifying Authority,1,value in absolute number,
2013,Maharashtra,Pune,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Maharashtra,Pune,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Maharashtra,Pune,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Maharashtra,Pune,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Maharashtra,Pune,Fraud Digital Signature,,1,value in absolute number,
2013,Maharashtra,Pune,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,2,value in absolute number,
2013,Maharashtra,Pune,Others,,65,value in absolute number,
2013,Maharashtra,Pune,Total,,97,value in absolute number,
2013,Chhattisgarh,Raipur,Tampering Computer Source documents,,0,value in absolute number,
2013,Chhattisgarh,Raipur,Hacking,Loss or damage to computer resource or utility,0,value in absolute number,
2013,Chhattisgarh,Raipur,Hacking,,58,value in absolute number,
2013,Chhattisgarh,Raipur,Obscene Publication or Transmission in Electronic Form,,0,value in absolute number,
2013,Chhattisgarh,Raipur,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
2013,Chhattisgarh,Raipur,Failure,To assist to decoy or the information in interception by Government Agency,0,value in absolute number,
2013,Chhattisgarh,Raipur,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2013,Chhattisgarh,Raipur,Obtaining Licence or Digital Signature by misrepresentation or supression of fact,,0,value in absolute number,
2013,Chhattisgarh,Raipur,Publishing false digital Signature Certificate,,0,value in absolute number,
2013,Chhattisgarh,Raipur,Fraud Digital Signature,,0,value in absolute number,
2013,Chhattisgarh,Raipur,Breach of Confidentiality or Privacy and Disclosure of Information in Breach of Lawful Contract,,0,value in absolute number,
2013,Chhattisgarh,Raipur,Others,,0,value in absolute number,
2013,Chhattisgarh,Raipur,Total,,58,value in absolute number,
2013,Gujarat,Rajkot,Tampering Computer Source documents,,0,value in absolute number,
2013,Gujarat,Rajkot,Hacking,Loss or damage to computer resource or utility,1,value in absolute number,
2013,Gujarat,Rajkot,Hacking,,0,value in absolute number,
2013,Gujarat,Rajkot,Obscene Publication or Transmission in Electronic Form,,0,value in absolute number,
2013,Gujarat,Rajkot,Failure,Of compliance or orders of certifying Authority,0,value in absolute number,
